driver initialize
driver initialize
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(2, 1, 2000) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(2, 1, 2000) add end day: true [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(7, 1, 2000) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(7, 1, 2000) add end day: true [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(31, 1, 2000) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(31, 1, 2000) add end day: true [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(1, 1, 2001) add end day: false [PASSED]
run: DateDifference_HardCoded_EdgeCases_Test(1, 1, 2000)-(1, 1, 2001) add end day: true [PASSED]
run: DateDifference_HardCoded_Sanity_Test(21, Nov, 1997)-(30, Oct, 2019) add end day: false [PASSED]
run: DateDifference_HardCoded_Sanity_Test(21, Nov, 1997)-(30, Oct, 2019) add end day: true [PASSED]
run: DateDifference_HardCoded_Sanity_Test(32, Nov, 1997)-(30, Oct, 2019) add end day: false [PASSED]
RandomNumberGeneratorTest:|  Indx |   low  |  high  |  num | dup | sort | type | per.|324 TCs in: RandomNumberGeneratorDataSet.txt
RandomNumberGeneratorTest:| 232   | 0.00 |  100.00 | 1    |true |None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 233   | 0.00 |  100.00 | 1    |true |None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 234   | 0.00 |  100.00 | 1    |true |None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 235   | 0.00 |  100.00 | 1    |false|Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 236   | 0.00 |  100.00 | 1    |false|Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 237   | 0.00 |  100.00 | 1    |false|Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 238   | 0.00 |  100.00 | 1    |false|Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 239   | 0.00 |  100.00 | 1    |false|Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 240   | 0.00 |  100.00 | 1    |false|Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 241   | 0.00 |  100.00 | 1    |false|Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 242   | 0.00 |  100.00 | 1    |false|Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 243   | 0.00 |  100.00 | 1    |false|Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 244   | 0.00 |  100.00 | 1    |false|Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 245   | 0.00 |  100.00 | 1    |false|Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 246   | 0.00 |  100.00 | 1    |false|Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 247   | 0.00 |  100.00 | 1    |false|None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 248   | 0.00 |  100.00 | 1    |false|None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 249   | 0.00 |  100.00 | 1    |false|None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 250   | 0.00 |  100.00 | 1    |false|None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 251   | 0.00 |  100.00 | 1    |false|None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 252   | 0.00 |  100.00 | 1    |false|None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 253   | 0.00 |  100.00 | 3    |true |Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 254   | 0.00 |  100.00 | 3    |true |Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 255   | 0.00 |  100.00 | 3    |true |Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 256   | 0.00 |  100.00 | 3    |true |Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 257   | 0.00 |  100.00 | 3    |true |Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 258   | 0.00 |  100.00 | 3    |true |Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 259   | 0.00 |  100.00 | 3    |true |Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 260   | 0.00 |  100.00 | 3    |true |Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 261   | 0.00 |  100.00 | 3    |true |Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 262   | 0.00 |  100.00 | 3    |true |Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 263   | 0.00 |  100.00 | 3    |true |Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 264   | 0.00 |  100.00 | 3    |true |Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 265   | 0.00 |  100.00 | 3    |true |None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 266   | 0.00 |  100.00 | 3    |true |None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 267   | 0.00 |  100.00 | 3    |true |None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 268   | 0.00 |  100.00 | 3    |true |None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 269   | 0.00 |  100.00 | 3    |true |None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 270   | 0.00 |  100.00 | 3    |true |None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 271   | 0.00 |  100.00 | 3    |false|Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 272   | 0.00 |  100.00 | 3    |false|Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 273   | 0.00 |  100.00 | 3    |false|Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 274   | 0.00 |  100.00 | 3    |false|Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 275   | 0.00 |  100.00 | 3    |false|Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 276   | 0.00 |  100.00 | 3    |false|Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 277   | 0.00 |  100.00 | 3    |false|Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 278   | 0.00 |  100.00 | 3    |false|Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 279   | 0.00 |  100.00 | 3    |false|Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 280   | 0.00 |  100.00 | 3    |false|Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 281   | 0.00 |  100.00 | 3    |false|Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 282   | 0.00 |  100.00 | 3    |false|Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 283   | 0.00 |  100.00 | 3    |false|None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 284   | 0.00 |  100.00 | 3    |false|None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 285   | 0.00 |  100.00 | 3    |false|None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 286   | 0.00 |  100.00 | 3    |false|None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 287   | 0.00 |  100.00 | 3    |false|None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 288   | 0.00 |  100.00 | 3    |false|None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 289   | 0.00 |  100.00 | 20   |true |Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 290   | 0.00 |  100.00 | 20   |true |Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 291   | 0.00 |  100.00 | 20   |true |Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 292   | 0.00 |  100.00 | 20   |true |Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 293   | 0.00 |  100.00 | 20   |true |Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 294   | 0.00 |  100.00 | 20   |true |Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 295   | 0.00 |  100.00 | 20   |true |Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 296   | 0.00 |  100.00 | 20   |true |Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 297   | 0.00 |  100.00 | 20   |true |Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 298   | 0.00 |  100.00 | 20   |true |Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 299   | 0.00 |  100.00 | 20   |true |Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 300   | 0.00 |  100.00 | 20   |true |Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 301   | 0.00 |  100.00 | 20   |true |None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 302   | 0.00 |  100.00 | 20   |true |None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 303   | 0.00 |  100.00 | 20   |true |None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 304   | 0.00 |  100.00 | 20   |true |None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 305   | 0.00 |  100.00 | 20   |true |None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 306   | 0.00 |  100.00 | 20   |true |None  | dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 307   | 0.00 |  100.00 | 20   |false|Ascend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 308   | 0.00 |  100.00 | 20   |false|Ascend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 309   | 0.00 |  100.00 | 20   |false|Ascend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 310   | 0.00 |  100.00 | 20   |false|Ascend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 311   | 0.00 |  100.00 | 20   |false|Ascend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 312   | 0.00 |  100.00 | 20   |false|Ascend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 313   | 0.00 |  100.00 | 20   |false|Decend| int  |1    | [PASSED]
RandomNumberGeneratorTest:| 314   | 0.00 |  100.00 | 20   |false|Decend| int  |22   | [PASSED]
RandomNumberGeneratorTest:| 315   | 0.00 |  100.00 | 20   |false|Decend| int  |99   | [PASSED]
RandomNumberGeneratorTest:| 316   | 0.00 |  100.00 | 20   |false|Decend| dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 317   | 0.00 |  100.00 | 20   |false|Decend| dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 318   | 0.00 |  100.00 | 20   |false|Decend| dec  |99   | [PASSED]
RandomNumberGeneratorTest:| 319   | 0.00 |  100.00 | 20   |false|None  | int  |1    | [PASSED]
RandomNumberGeneratorTest:| 320   | 0.00 |  100.00 | 20   |false|None  | int  |22   | [PASSED]
RandomNumberGeneratorTest:| 321   | 0.00 |  100.00 | 20   |false|None  | int  |99   | [PASSED]
RandomNumberGeneratorTest:| 322   | 0.00 |  100.00 | 20   |false|None  | dec  |1    | [PASSED]
RandomNumberGeneratorTest:| 323   | 0.00 |  100.00 | 20   |false|None  | dec  |22   | [PASSED]
RandomNumberGeneratorTest:| 324   | 0.00 |  100.00 | 20   |false|None  | dec  |99   | [PASSED]
flushing log file and closing the FileWriter
